Name,Upload Date
fedora-dists,2018-12-10 15:53:43
feed,2008-04-21 18:04:07
FenwickTree,2013-02-09 12:18:46
fft,2008-02-14 21:03:19
fgl,2006-11-02 14:22:27
fib,2019-03-02 19:28:58
filecache,2013-08-15 07:30:24
file-embed,2009-07-27 18:47:31
file-embed-lzma,2018-04-05 08:06:22
filelock,2013-11-22 14:31:55
filemanip,2010-10-10 23:17:53
file-modules,2015-11-25 23:08:54
filepath,2007-05-03 19:22:28
filepattern,2019-02-12 23:30:39
fileplow,2017-07-01 20:47:55
filter-logger,2017-07-12 02:13:34
filtrable,2015-03-25 20:51:01
fin,2017-11-21 12:17:41
FindBin,2008-04-19 16:30:48
fingertree,2007-05-10 14:25:51
finite-typelits,2015-11-03 15:59:15
first-class-families,2018-07-11 04:38:13
first-class-patterns,2009-07-19 01:37:12
fitspec,2016-06-18 13:17:37
fixed,2014-11-02 21:09:23
fixed-length,2015-04-04 16:25:22
fixed-vector,2012-11-08 18:24:03
fixed-vector-hetero,2014-04-28 14:27:51
flac,2017-01-03 01:06:37
flac-picture,2017-01-04 10:39:32
flags-applicative,2019-05-26 02:47:18
flat-mcmc,2012-11-05 01:51:27
flay,2017-04-21 12:06:23
flexible-defaults,2011-06-24 15:45:49
FloatingHex,2017-01-14 08:35:02
floatshow,2011-04-18 20:57:38
flow,2015-04-01 22:29:26
fmlist,2009-06-17 20:40:48
fmt,2016-11-29 14:50:44
fmt-for-rio,2019-07-23 08:07:39
fn,2015-11-05 20:35:05
focus,2014-06-20 15:55:36
focuslist,2018-11-08 04:00:04
foldable1,2018-08-14 20:05:07
fold-debounce,2015-05-22 12:54:12
fold-debounce-conduit,2015-06-22 00:50:18
foldl,2013-08-10 21:43:59
folds,2013-09-08 00:20:55
follow-file,2017-10-15 22:43:01
FontyFruity,2014-02-25 22:24:27
force-layout,2011-12-20 22:44:39
foreign-store,2014-03-03 22:56:36
forkable-monad,2010-04-20 21:34:54
forma,2017-04-22 15:04:42
format-numbers,2017-01-19 17:36:53
formatting,2013-10-10 12:32:15
foundation,2016-08-13 09:38:59
free,2011-02-17 19:20:04
freenect,2011-10-29 14:41:03
freer-simple,2017-12-07 19:07:33
freetype2,2011-04-03 23:05:27
free-vl,2016-01-03 12:20:03
friendly-time,2012-04-14 00:35:46
frisby,2010-06-30 22:06:39
from-sum,2016-09-29 08:20:37
frontmatter,2015-12-20 03:38:42
fsnotify,2012-10-29 03:44:49
fsnotify-conduit,2016-09-08 10:29:28
funcmp,2007-09-09 00:16:36
function-builder,2019-01-22 05:41:23
functor-classes-compat,2017-03-29 09:41:14
functor-combinators,2019-06-19 17:39:01
fused-effects,2018-10-28 23:24:51
fuzzcheck,2014-06-07 09:06:13
fuzzy-dates,2018-05-03 19:01:15
fuzzyset,2017-10-24 13:21:20
galois-field,2019-06-21 11:45:03
gauge,2017-09-27 13:49:14
gc,2015-09-16 04:54:30
gd,2009-01-26 17:33:33
gdp,2018-06-17 14:45:10
general-games,2017-02-23 21:17:16
generic-arbitrary,2017-03-15 09:27:50
generic-data,2018-03-28 04:02:42
generic-data-surgery,2018-11-26 05:14:43
generic-deriving,2010-09-06 09:20:34
generic-lens,2017-06-10 15:51:20
GenericPretty,2011-07-09 19:03:11
generic-random,2016-05-17 15:49:10
generics-eot,2016-01-20 16:36:49
generics-mrsop,2018-05-24 14:21:07
generics-sop,2014-07-08 11:07:18
generics-sop-lens,2016-03-21 09:35:45
genvalidity,2016-07-13 07:56:35
genvalidity-aeson,2017-07-29 11:43:17
genvalidity-bytestring,2017-03-17 15:48:32
genvalidity-containers,2016-07-13 07:56:47
genvalidity-hspec,2016-07-13 07:56:53
genvalidity-hspec-aeson,2017-01-19 20:43:42
genvalidity-hspec-binary,2017-03-22 18:56:11
genvalidity-hspec-cereal,2017-01-19 20:43:56
genvalidity-hspec-hashable,2017-04-16 15:04:51
genvalidity-hspec-optics,2018-07-28 10:22:15
genvalidity-path,2017-01-19 20:37:48
genvalidity-property,2017-03-17 15:49:00
genvalidity-scientific,2017-07-29 11:43:27
genvalidity-text,2016-07-17 17:27:35
genvalidity-time,2017-02-15 11:24:06
genvalidity-unordered-containers,2017-07-29 11:43:37
genvalidity-uuid,2017-09-24 12:41:53
genvalidity-vector,2017-07-29 11:43:42
geojson,2013-11-15 10:35:09
getopt-generics,2015-03-30 07:44:52
ghc,2017-07-23 19:09:10
ghc-boot,2016-05-21 09:18:22
ghc-boot-th,2016-05-21 09:17:16
ghc-compact,2017-07-23 14:31:46
ghc-core,2008-05-02 01:44:50
ghc-exactprint,2015-01-24 15:07:54
ghci,2016-05-21 09:20:31
ghcid,2014-09-27 19:57:48
ghci-hexcalc,2018-10-05 12:00:31
ghcjs-codemirror,2013-12-08 17:23:56
ghc-lib,2019-05-23 16:05:41
ghc-lib-parser,2019-04-02 19:05:55
ghc-parser,2013-12-27 01:56:27
ghc-paths,2008-06-23 11:08:54
ghc-prim,2014-04-08 17:49:01
ghc-prof,2016-08-28 06:30:45
ghc-syntax-highlighter,2018-05-12 14:24:23
ghc-tcplugins-extra,2015-06-03 15:50:34
ghc-typelits-extra,2015-10-21 15:38:05
ghc-typelits-knownnat,2016-08-10 17:41:44
ghc-typelits-natnormalise,2015-03-30 11:49:00
ghost-buster,2017-08-29 03:26:22
gi-atk,2015-11-02 20:30:56
gi-cairo,2015-11-02 20:34:23
gi-gdk,2015-11-02 20:35:29
gi-gdkpixbuf,2015-11-02 20:36:42
gi-gio,2015-11-02 20:37:27
gi-glib,2016-05-15 12:08:54
gi-gobject,2015-11-02 20:38:29
gi-gtk,2015-11-02 20:39:42
gi-gtk-hs,2016-05-25 23:03:50
gi-gtksource,2016-05-12 09:23:10
gi-javascriptcore,2015-11-02 20:40:57
ginger,2015-09-09 12:10:38
gingersnap,2018-10-19 16:18:07
gi-pango,2015-11-02 20:43:53
githash,2018-07-02 22:14:57
github-release,2016-05-07 13:58:25
github-types,2014-06-26 18:06:37
github-webhooks,2018-02-28 07:21:38
gitrev,2015-03-17 18:56:35
gi-vte,2015-11-02 20:46:25
gl,2014-11-01 22:44:40
glabrous,2016-08-10 08:28:58
glaze,2017-01-19 11:48:18
glazier,2017-01-28 09:58:40
GLFW-b,2010-01-08 18:41:03
Glob,2008-10-17 19:47:03
gloss,2010-03-04 07:03:39
gloss-algorithms,2014-11-30 03:39:22
gloss-examples,2010-03-04 07:07:01
gloss-raster,2012-04-07 09:35:31
gloss-rendering,2014-11-29 10:27:48
GLURaw,2009-07-14 17:11:22
GLUT,2006-11-02 14:20:23
gnuplot,2008-10-16 21:57:02
google-isbn,2018-11-07 22:56:52
google-oauth2-jwt,2016-09-02 14:29:36
gpolyline,2013-11-18 22:39:47
graph-core,2014-07-15 09:24:19
graphite,2017-09-15 22:43:14
graphs,2011-01-21 17:39:06
graphviz,2008-07-10 01:58:02
graph-wrapper,2010-08-11 17:17:26
gravatar,2008-03-03 23:06:48
graylog,2016-02-28 20:41:12
greskell,2018-03-12 06:21:53
greskell-core,2018-03-12 06:20:58
greskell-websocket,2018-06-21 12:59:25
groom,2010-07-07 03:20:28
groundhog,2011-06-16 17:05:46
groundhog-inspector,2014-12-02 21:24:18
groundhog-mysql,2013-04-18 20:51:52
groundhog-postgresql,2012-09-12 13:46:53
groundhog-sqlite,2011-06-16 17:19:59
groundhog-th,2012-09-12 13:44:38
group-by-date,2017-03-26 10:32:15
grouped-list,2015-10-09 02:28:32
groups,2013-02-14 12:26:20
guarded-allocation,2018-08-07 10:05:24
gym-http-api,2017-12-04 23:23:51
H,2015-09-07 18:20:15
hackage-db,2011-08-24 21:57:35
hackage-security,2015-08-19 12:01:23
haddock-library,2014-06-18 07:09:32
hadolint,2018-01-04 19:56:23
half,2014-11-02 01:29:42
hamilton,2016-11-27 05:33:49
hamtsolo,2017-05-28 21:06:54
HandsomeSoup,2012-04-24 22:12:15
hapistrano,2014-06-04 11:33:42
happy,2007-01-08 17:41:37
hasbolt,2016-12-04 14:47:22
hashable,2010-08-15 14:29:36
hashable-time,2015-02-01 12:38:21
hashids,2015-05-18 06:09:34
hashmap,2010-05-29 19:08:15
hashtables,2011-06-11 17:35:45
haskeline,2008-07-16 18:22:24
haskell-gi,2015-11-02 20:19:17
haskell-gi-base,2015-11-02 20:16:41
haskell-gi-overloading,2017-07-30 14:10:17
haskell-lexer,2008-09-30 03:07:59
haskell-lsp,2017-07-19 15:41:05
haskell-lsp-types,2018-05-02 18:52:12
haskell-names,2013-06-20 15:03:02
haskell-spacegoo,2013-05-29 22:04:25
haskell-src,2006-11-02 14:22:57
haskell-src-exts,2008-02-25 05:50:38
haskell-src-exts-util,2017-08-21 14:51:51
haskell-src-meta,2008-10-26 12:59:34
haskey-btree,2017-08-23 13:17:01
haskintex,2013-09-17 23:50:46
haskoin-core,2015-11-23 11:45:26
hasql,2014-10-27 13:19:28
hasql-optparse-applicative,2016-02-12 07:52:18
hasql-pool,2015-12-07 16:49:22
hasql-transaction,2015-12-06 05:59:07
hasty-hamiltonian,2015-10-08 08:22:52
HaTeX,2010-07-19 00:40:06
haxl,2014-06-10 17:10:41
hbeanstalk,2010-05-31 23:57:04
HCodecs,2008-03-14 16:01:20
hdaemonize,2009-02-27 22:14:35
HDBC,2006-09-24 19:15:00
HDBC-mysql,2009-01-22 19:06:50
HDBC-session,2014-12-10 17:03:12
heap,2008-01-30 16:31:27
heaps,2010-05-09 07:08:12
hebrew-time,2009-10-07 15:37:46
hedgehog,2017-04-08 11:01:00
hedgehog-corpus,2018-01-25 03:25:17
hedgehog-fn,2018-08-06 23:24:15
hedis,2012-01-11 11:37:23
hedn,2012-09-13 08:58:37
here,2013-02-23 11:23:45
heredoc,2013-04-21 22:52:14
heterocephalus,2016-11-14 14:03:17
hex,2009-05-18 09:29:01
hexml,2016-12-04 18:57:21
hexml-lens,2017-08-05 17:59:23
hexpat,2008-02-27 05:49:37
hexstring,2015-04-20 03:02:00
hformat,2016-01-12 12:32:35
hfsevents,2012-05-24 16:36:49
hidapi,2013-06-22 18:10:22
hidden-char,2017-04-01 20:44:48
hi-file-parser,2019-06-08 21:29:07
higher-leveldb,2013-09-29 04:06:57
highlighting-kate,2008-02-10 19:05:41
hinfo,2018-08-10 18:46:37
hinotify,2007-01-27 03:53:45
hint,2007-09-04 17:57:03
hjsmin,2010-11-14 14:39:11
hkgr,2019-06-10 16:36:06
hledger,2008-10-15 22:25:29
hledger-iadd,2016-12-11 01:55:46
hledger-interest,2011-08-21 17:52:26
hledger-lib,2010-04-10 00:52:05
hledger-ui,2015-10-30 20:49:11
hledger-web,2010-12-07 02:17:59
hlibgit2,2011-03-20 19:37:14
hlibsass,2015-04-11 16:23:24
hlint,2008-12-20 09:27:52
hmatrix,2007-11-27 18:18:19
hmatrix-backprop,2018-02-11 06:40:28
hmatrix-gsl,2014-06-20 10:28:04
hmatrix-gsl-stats,2010-06-23 12:18:42
hmatrix-morpheus,2017-08-26 16:07:16
hmatrix-vector-sized,2018-02-11 05:48:45
hmm-lapack,2019-01-05 19:20:07
hmpfr,2008-09-20 13:23:28
hoauth2,2012-04-29 04:07:32
Hoed,2014-05-23 17:13:45
hoogle,2008-02-28 11:20:47
hOpenPGP,2012-03-31 19:51:06
hopenpgp-tools,2013-08-25 21:23:50
hopenssl,2008-02-20 23:44:39
hopfli,2014-02-09 16:30:53
hosc,2007-12-30 01:37:05
hostname,2010-05-06 22:36:07
hostname-validate,2013-08-13 10:45:59
hourglass,2014-05-04 05:48:19
hourglass-orphans,2017-04-15 17:54:56
hp2pretty,2010-07-28 23:00:40
hpack,2015-04-27 04:34:56
hpack-dhall,2018-01-31 08:08:59
hpc,2007-11-03 15:32:57
hquantlib-time,2018-11-19 20:00:23
hreader,2015-06-30 07:48:04
hreader-lens,2016-10-26 14:32:36
hruby,2013-05-31 10:39:53
hsass,2015-04-12 13:57:39
hs-bibutils,2008-12-27 21:08:14
hsc2hs,2006-11-07 10:19:40
hschema,2018-11-09 16:48:47
hschema-aeson,2018-11-09 17:03:59
hschema-prettyprinter,2018-11-09 17:03:58
hschema-quickcheck,2018-11-09 17:03:57
hscolour,2007-01-25 07:34:08
hsdev,2014-04-21 07:09:18
hsdns,2007-09-09 00:34:02
hsebaysdk,2014-10-24 23:20:09
hsemail,2007-09-09 00:16:08
hset,2015-06-24 23:20:21
HSet,2016-04-26 07:23:31
hsexif,2014-04-13 15:51:55
hs-functors,2017-11-21 20:07:46
hs-GeoIP,2012-03-17 23:24:09
hsini,2011-03-20 15:46:11
hsinstall,2016-10-03 03:18:45
HSlippyMap,2013-12-19 22:03:52
hslogger,2008-01-11 21:57:57
hslua,2007-06-27 07:01:57
hslua-aeson,2017-02-03 21:50:02
hslua-module-system,2019-04-28 20:20:36
hslua-module-text,2017-11-16 21:03:01
HsOpenSSL,2007-07-20 03:13:00
HsOpenSSL-x509-system,2015-02-16 08:05:27
hsp,2008-02-25 17:46:40
hspec,2011-02-16 23:57:10
hspec-attoparsec,2014-06-17 15:39:51
hspec-checkers,2014-10-22 14:40:00
hspec-contrib,2014-11-18 13:34:14
hspec-core,2014-11-10 15:23:45
hspec-discover,2012-05-15 15:10:55
hspec-expectations,2012-06-24 08:50:58
hspec-expectations-lifted,2013-12-08 12:22:21
hspec-expectations-pretty-diff,2015-08-22 14:32:32
hspec-golden-aeson,2016-08-12 14:44:04
hspec-leancheck,2018-09-08 15:19:28
hspec-megaparsec,2016-01-24 17:03:02
hspec-meta,2012-12-05 16:03:10
hspec-need-env,2018-07-18 01:56:28
hspec-pg-transact,2017-06-17 04:48:21
hspec-smallcheck,2013-08-13 21:16:36
hspec-wai,2014-06-11 08:34:18
hspec-wai-json,2014-09-24 09:33:59
hs-php-session,2014-09-04 10:02:24
hsshellscript,2012-04-03 01:14:37
hstatsd,2013-02-22 17:42:31
HStringTemplate,2008-02-02 02:46:08
HSvm,2009-09-13 20:26:33
HsYAML,2018-06-04 13:19:12
hsyslog,2008-02-20 22:59:41
htaglib,2015-11-01 15:33:28
HTF,2008-02-24 22:03:53
html,2006-11-02 14:22:35
html-conduit,2012-05-06 14:35:42
html-email-validate,2015-02-22 03:10:26
html-entities,2015-04-10 17:00:23
html-entity-map,2017-12-18 08:40:19
htoml,2015-01-07 08:14:13
HTTP,2007-02-11 09:43:34
http2,2013-12-17 01:25:04
http-api-data,2015-10-07 13:51:03
http-client,2013-11-15 03:14:40
http-client-tls,2013-12-04 04:08:48
http-common,2013-10-18 23:50:13
http-conduit,2011-12-29 10:11:16
http-date,2011-05-25 08:43:08
http-directory,2019-04-11 15:25:17
http-download,2019-06-08 21:40:44
httpd-shed,2008-10-10 16:41:30
http-link-header,2014-11-03 16:37:34
http-media,2013-10-14 04:10:17
http-reverse-proxy,2012-10-04 20:17:55
http-streams,2013-03-06 08:24:42
http-types,2011-02-03 21:36:00
human-readable-duration,2015-08-13 15:14:50
HUnit,2006-11-02 14:20:31
HUnit-approx,2014-06-30 02:30:10
hunit-dejafu,2015-12-01 05:32:55
hvect,2015-05-02 11:04:30
hvega,2018-04-25 02:36:04
hw-balancedparens,2016-10-23 01:19:48
hw-bits,2016-04-11 21:53:04
hw-conduit,2016-04-19 13:51:41
hw-conduit-merges,2018-09-28 04:18:56
hw-diagnostics,2016-04-19 21:24:55
hw-dsv,2018-06-03 13:18:35
hweblib,2010-10-17 22:55:39
hw-eliasfano,2016-10-23 00:43:38
hw-excess,2016-10-22 13:22:38
hw-fingertree,2018-01-27 16:34:48
hw-fingertree-strict,2018-01-27 15:41:43
hw-hedgehog,2017-07-28 10:54:18
hw-hspec-hedgehog,2017-07-19 23:42:35
hw-int,2016-10-23 04:26:27
hw-ip,2018-04-20 13:24:30
hw-json,2016-05-06 09:13:36
hw-json-simd,2019-01-26 11:38:56
hw-mquery,2016-07-20 13:17:25
hw-packed-vector,2016-10-28 09:39:34
hw-parser,2016-05-02 12:54:01
hw-prim,2016-04-16 14:25:51
hw-rankselect,2016-04-21 09:27:21
hw-rankselect-base,2016-10-22 11:52:11
hw-simd,2018-07-16 23:04:40
hw-streams,2018-10-26 08:52:56
hw-string-parse,2016-09-29 12:55:14
hw-succinct,2016-04-04 11:13:16
hxt,2007-02-05 05:23:41
hxt-charproperties,2010-10-01 18:01:28
hxt-css,2014-10-03 18:35:57
hxt-curl,2010-10-01 18:05:20
hxt-expat,2011-02-25 14:20:36
hxt-http,2010-10-01 18:06:12
hxt-regex-xmlschema,2010-10-01 18:06:52
hxt-tagsoup,2010-10-01 18:08:24
hxt-unicode,2010-10-01 18:02:32
hybrid-vectors,2013-08-10 19:38:36
hyper,2016-10-15 21:12:40
hyperloglog,2013-04-30 05:23:32
hyphenation,2012-02-11 01:08:50
hyraxAbif,2018-07-09 19:22:54
iconv,2006-09-05 23:37:35
identicon,2016-05-28 15:04:27
ieee754,2010-09-20 12:19:42
if,2016-11-17 12:07:37
iff,2008-03-10 13:39:14
ihaskell,2013-12-15 02:20:59
ihs,2017-04-28 15:55:18
ilist,2016-05-19 15:41:33
imagesize-conduit,2012-02-15 10:30:05
Imlib,2007-10-29 03:59:11
immortal,2014-08-09 12:37:34
include-file,2014-11-12 23:04:10
incremental-parser,2011-03-22 04:41:03
indentation-core,2016-05-28 02:21:49
indentation-parsec,2016-05-28 02:25:05
indents,2010-08-03 23:18:45
indexed,2012-03-09 04:01:33
indexed-list-literals,2018-02-10 17:21:43
infer-license,2018-07-15 08:03:00
inflections,2014-02-25 05:01:17
influxdb,2014-04-03 14:14:16
ini,2013-12-30 20:03:49
inj,2018-07-06 21:48:57
inline-c,2015-05-20 10:46:28
inline-c-cpp,2015-05-20 10:47:29
inline-r,2015-09-07 18:20:05
inliterate,2017-06-06 13:32:08
insert-ordered-containers,2016-03-09 01:11:11
inspection-testing,2017-11-09 23:57:24
instance-control,2016-05-11 08:01:31
int-cast,2014-02-15 18:47:13
integer-gmp,2014-04-08 17:51:10
integer-logarithms,2017-01-01 17:14:28
integration,2012-03-26 05:11:00
intern,2011-07-31 17:23:10
interpolate,2013-10-03 14:37:44
interpolatedstring-perl6,2009-07-26 13:16:45
interpolatedstring-qq2,2019-05-06 18:21:54
interpolation,2014-08-19 09:57:41
interpolator,2018-12-20 22:31:01
IntervalMap,2012-01-02 11:49:08
intervals,2010-06-14 03:04:57
intro,2016-12-24 14:39:03
intset-imperative,2018-08-03 15:06:10
invariant,2012-03-24 00:03:11
invertible,2016-04-27 12:48:10
invertible-grammar,2018-05-31 22:38:39
io-choice,2012-02-16 05:39:50
io-machine,2016-04-08 13:07:53
io-manager,2013-08-03 19:17:07
io-memoize,2012-02-28 19:11:26
io-region,2015-02-14 17:03:50
io-storage,2009-08-06 00:13:20
io-streams,2013-03-05 21:59:46
io-streams-haproxy,2016-08-07 17:25:42
ip,2016-05-16 17:46:26
ip6addr,2009-06-26 17:38:28
iproute,2009-10-16 09:32:46
IPv6Addr,2011-07-16 09:26:48
ipynb,2019-01-23 05:38:29
ipython-kernel,2014-01-10 01:23:36
irc,2007-09-10 01:01:25
irc-client,2015-02-16 00:58:44
irc-conduit,2014-09-07 18:15:15
irc-ctcp,2014-08-22 12:45:06
islink,2014-10-07 14:30:06
iso3166-country-codes,2010-04-24 16:10:28
iso639,2013-10-31 17:34:15
iso8601-time,2013-10-27 00:35:05
iterable,2013-09-22 12:03:01
ixset-typed,2014-03-31 11:25:13
ix-shapable,2009-05-18 00:26:06
jack,2008-02-18 11:06:13
jailbreak-cabal,2012-09-10 10:09:32
jose,2014-05-17 06:48:37
jose-jwt,2014-07-07 22:38:08
js-dgtable,2019-03-15 16:12:23
js-flot,2014-11-10 19:56:22
js-jquery,2014-10-06 15:44:32
json,2008-04-21 17:59:09
json-alt,2018-11-28 13:45:17
json-autotype,2014-10-06 12:13:58
json-feed,2017-05-26 13:43:52
jsonpath,2019-07-05 18:35:13
json-rpc,2014-08-08 11:35:17
json-rpc-client,2015-01-05 08:46:44
json-rpc-generic,2016-07-14 08:08:06
json-rpc-server,2013-12-23 08:38:00
JuicyPixels,2012-01-13 17:19:21
JuicyPixels-extra,2016-05-25 18:24:42
JuicyPixels-scale-dct,2015-11-09 05:30:19
justified-containers,2017-07-31 02:32:14
jwt,2014-03-03 09:35:36
kan-extensions,2011-02-05 05:21:18
kanji,2016-02-17 03:11:45
katip,2016-03-07 17:24:19
kawhi,2016-07-19 01:07:20
kazura-queue,2016-01-30 07:56:56
kdt,2014-11-11 04:19:29
keycode,2015-03-29 00:55:13
keys,2011-02-05 03:28:14
kind-apply,2018-10-30 10:57:31
kind-generics,2018-10-30 10:59:40
kind-generics-th,2018-12-10 07:57:52
kleene,2018-05-21 17:25:29
kmeans,2009-03-15 12:01:56
koofr-client,2014-12-08 11:39:44
kraken,2015-07-25 08:20:51
l10n,2017-01-19 11:49:56
labels,2016-08-11 14:01:41
lackey,2015-09-09 12:18:35
lambdabot-core,2015-02-22 17:26:35
lambdabot-irc-plugins,2015-02-22 17:27:04
LambdaHack,2008-04-12 15:51:00
lame,2017-02-26 21:45:14
language-c,2008-08-13 12:29:42
language-c-quote,2010-09-25 18:07:23
language-docker,2017-12-13 09:43:23
language-ecmascript,2012-08-04 18:46:48
language-haskell-extract,2010-05-13 08:30:47
language-java,2010-10-28 10:43:42
language-javascript,2010-12-20 11:36:12
language-nix,2015-08-20 22:11:01
language-puppet,2012-06-25 13:48:48
lapack,2018-03-11 18:20:51
lapack-carray,2017-12-16 10:36:00
lapack-comfort-array,2019-01-23 11:49:45
lapack-ffi,2017-12-16 10:34:33
lapack-ffi-tools,2017-12-16 10:20:13
largeword,2011-02-14 09:37:53
latex,2011-06-06 10:55:50
lattices,2010-08-02 21:01:20
lawful,2018-06-15 15:35:53
lazy-csv,2013-02-25 10:31:32
lazyio,2009-01-04 22:55:22
lca,2012-05-17 22:03:41
leancheck,2016-04-07 13:18:13
leancheck-instances,2018-11-30 12:32:34
leapseconds-announced,2009-01-17 04:22:42
learn-physics,2014-03-29 19:35:06
lens,2012-07-25 23:03:28
lens-action,2015-01-04 21:39:38
lens-aeson,2013-03-29 03:23:12
lens-datetime,2013-08-25 10:18:17
lens-family,2012-07-06 17:29:51
lens-family-core,2012-07-06 17:28:41
lens-family-th,2012-07-06 22:41:23
lens-misc,2018-07-02 12:22:56
lens-process,2019-06-22 05:07:19
lens-properties,2014-01-30 06:36:19
lens-regex,2015-06-12 22:43:05
lens-regex-pcre,2019-06-09 16:00:43
lens-simple,2015-05-30 20:36:25
lens-typelevel,2018-10-26 20:27:11
lenz,2015-12-22 17:34:08
leveldb-haskell,2012-02-08 21:26:53
libffi,2009-03-17 14:07:23
libgit,2011-03-17 08:11:58
libgraph,2014-11-14 09:57:46
libmpd,2007-09-29 02:17:34
liboath-hs,2017-11-08 22:04:46
libraft,2018-12-03 12:07:44
libyaml,2018-10-14 08:11:46
LibZip,2009-12-18 01:28:31
lifted-async,2012-10-23 11:45:33
lifted-base,2011-12-02 09:52:30
lift-generics,2015-11-21 05:03:29
line,2016-11-27 04:22:41
linear,2012-09-14 01:13:00
linear-circuit,2015-08-26 19:48:11
linux-file-extents,2014-02-26 07:52:31
linux-namespaces,2014-10-29 00:50:45
List,2009-07-23 22:42:55
ListLike,2007-09-17 19:23:30
listsafe,2014-12-29 02:27:10
list-t,2014-08-12 10:46:28
ListTree,2009-09-27 13:57:47
list-witnesses,2019-03-07 05:29:11
llvm-hs,2017-03-19 07:11:59
llvm-hs-pure,2017-03-19 07:13:35
lmdb,2014-12-10 23:09:58
load-env,2014-07-18 19:33:22
loc,2017-05-07 22:39:46
locators,2014-01-22 01:49:40
loch-th,2011-05-17 09:09:04
lockfree-queue,2012-10-01 14:51:38
log-base,2016-11-25 09:07:47
log-domain,2013-03-17 08:16:06
logfloat,2008-08-02 00:56:17
logger-thread,2016-12-24 04:42:02
logging-effect,2016-01-19 23:36:55
logging-facade,2014-11-24 08:01:08
logging-facade-syslog,2017-05-15 09:12:04
logict,2007-07-08 00:18:21
loop,2014-04-29 03:26:34
loopbreaker,2019-06-30 15:47:51
lrucache,2010-02-15 23:17:34
lrucaching,2016-08-15 15:00:10
lsp-test,2018-08-05 00:57:29
lucid,2014-11-21 00:57:51
